t,private_company,public_company,sum,,,,,,,,
2022-04-18,25738,227934,253672,,,,,,,,
2022-04-19,25738,227934,253672,,,,,,,,
2022-04-20,25738,227934,253672,,,,,,,,
2022-04-21,25738,227934,253672,,,,,,,,
2022-04-22,25738,227934,253672,,,,,,,,
2022-04-23,25738,227934,253672,,,,,,,,
2022-04-24,25738,227934,253672,,,,,,,,
2022-04-25,25738,227934,253672,,,,,,,,
2022-04-26,25738,227934,253672,,,,,,,,
2022-04-27,25738,227934,253672,,,,,,,,
2022-04-28,25738,227934,253672,,,,,,,,
2022-04-29,25738,227934,253672,,,,,,,,
2022-04-30,25738,229055,254793,,,,,,,,
2022-05-01,25738,229055,254793,,,,,,,,
2022-05-02,25738,229055,254793,,,,,,,,
2022-05-03,25738,229055,254793,,,,,,,,
2022-05-04,25738,229055,254793,,,,,,,,
2022-05-05,25738,229055,254793,,,,,,,,
2022-05-06,25738,229055,254793,,,,,,,,
2022-05-07,25738,229055,254793,,,,,,,,
2022-05-08,25738,229055,254793,,,,,,,,
2022-05-09,25738,229055,254793,,,,,,,,
2022-05-10,25738,229055,254793,,,,,,,,
2022-05-11,25738,229055,254793,,,,,,,,
2022-05-12,25738,229055,254793,,,,,,,,
2022-05-13,25738,229055,254793,,,,,,,,
2022-05-14,25738,229055,254793,,,,,,,,
2022-05-15,25738,229055,254793,,,,,,,,
2022-05-16,25738,229055,254793,,,,,,,,
2022-05-17,25738,229055,254793,,,,,,,,
2022-05-18,25738,229055,254793,,,,,,,,
2022-05-19,25738,229055,254793,,,,,,,,
2022-05-20,25738,229055,254793,,,,,,,,
2022-05-21,25738,229055,254793,,,,,,,,
2022-05-22,25738,229055,254793,,,,,,,,
2022-05-23,25738,229055,254793,,,,,,,,
2022-05-24,25738,229055,254793,,,,,,,,
2022-05-25,25738,229055,254793,,,,,,,,
2022-05-26,25738,229055,254793,,,,,,,,
2022-05-27,25738,229055,254793,,,,,,,,
2022-05-28,25738,229055,254793,,,,,,,,
2022-05-29,25738,229055,254793,,,,,,,,
2022-05-30,25738,229055,254793,,,,,,,,
2022-05-31,25738,229673,255411,,,,,,,,
2022-06-01,25738,229673,255411,,,,,,,,
2022-06-02,25738,229673,255411,,,,,,,,
2022-06-03,25738,229673,255411,,,,,,,,
2022-06-04,25738,229673,255411,,,,,,,,
2022-06-05,25738,229673,255411,,,,,,,,
2022-06-06,25738,229673,255411,,,,,,,,
2022-06-07,25738,229673,255411,,,,,,,,
2022-06-08,25738,229673,255411,,,,,,,,
2022-06-09,25738,229673,255411,,,,,,,,
2022-06-10,25738,229673,255411,,,,,,,,
2022-06-11,25738,229673,255411,,,,,,,,
2022-06-12,25738,229673,255411,,,,,,,,
2022-06-13,25738,229673,255411,,,,,,,,
2022-06-14,25738,229673,255411,,,,,,,,
2022-06-15,25738,229673,255411,,,,,,,,
2022-06-16,25738,229673,255411,,,,,,,,
2022-06-17,25738,229673,255411,,,,,,,,
2022-06-18,25738,229673,255411,,,,,,,,
2022-06-19,25738,229673,255411,,,,,,,,
2022-06-20,25738,229673,255411,,,,,,,,
2022-06-21,25738,229673,255411,,,,,,,,
2022-06-22,25738,229673,255411,,,,,,,,
2022-06-23,25738,229673,255411,,,,,,,,
2022-06-24,25738,229673,255411,,,,,,,,
2022-06-25,25738,229673,255411,,,,,,,,
2022-06-26,25738,229673,255411,,,,,,,,
2022-06-27,25738,229673,255411,,,,,,,,
2022-06-28,25738,229673,255411,,,,,,,,
2022-06-29,25738,230154,255892,,,,,,,,
2022-06-30,25738,194194,219932,,,,,,,,
2022-07-01,25738,194194,219932,,,,,,,,
2022-07-02,25738,194194,219932,,,,,,,,
2022-07-03,25738,194194,219932,,,,,,,,
2022-07-04,25738,194194,219932,,,,,,,,
2022-07-05,25738,194194,219932,,,,,,,,
2022-07-06,25738,194194,219932,,,,,,,,
2022-07-07,25738,194194,219932,,,,,,,,
2022-07-08,25738,194194,219932,,,,,,,,
2022-07-09,25738,194194,219932,,,,,,,,
2022-07-10,25738,194194,219932,,,,,,,,
2022-07-11,25738,194194,219932,,,,,,,,
2022-07-12,25738,194194,219932,,,,,,,,
2022-07-13,25738,194194,219932,,,,,,,,
2022-07-14,25738,194194,219932,,,,,,,,
2022-07-15,25738,194194,219932,,,,,,,,
2022-07-16,25738,194194,219932,,,,,,,,
2022-07-17,25738,194194,219932,,,,,,,,
2022-07-18,25738,194194,219932,,,,,,,,
2022-07-19,25738,194194,219932,,,,,,,,
2022-07-20,25738,194194,219932,,,,,,,,
2022-07-21,25738,194194,219932,,,,,,,,
2022-07-22,25738,194194,219932,,,,,,,,
2022-07-23,25738,194194,219932,,,,,,,,
2022-07-24,25738,194194,219932,,,,,,,,
2022-07-25,25738,194194,219932,,,,,,,,
2022-07-26,25738,194194,219932,,,,,,,,
2022-07-27,25738,194194,219932,,,,,,,,
2022-07-28,25738,194194,219932,,,,,,,,
2022-07-29,25738,194194,219932,,,,,,,,
2022-07-30,25738,194194,219932,,,,,,,,
2022-07-31,25738,193440,219178,,,,,,,,
2022-08-01,25738,193440,219178,,,,,,,,
2022-08-02,25738,193440,219178,,,,,,,,
2022-08-03,25738,193440,219178,,,,,,,,
2022-08-04,25738,193440,219178,,,,,,,,
2022-08-05,25738,193440,219178,,,,,,,,
2022-08-06,25738,193440,219178,,,,,,,,
2022-08-07,25738,193440,219178,,,,,,,,
2022-08-08,25738,193440,219178,,,,,,,,
2022-08-09,25738,193440,219178,,,,,,,,
2022-08-10,25738,193440,219178,,,,,,,,
2022-08-11,25738,193440,219178,,,,,,,,
2022-08-12,25738,193440,219178,,,,,,,,
2022-08-13,25738,193440,219178,,,,,,,,
2022-08-14,25738,193440,219178,,,,,,,,
2022-08-15,25738,193440,219178,,,,,,,,
2022-08-16,25738,193440,219178,,,,,,,,
2022-08-17,25738,193440,219178,,,,,,,,
2022-08-18,25738,193440,219178,,,,,,,,
2022-08-19,25738,193440,219178,,,,,,,,
2022-08-20,25738,193440,219178,,,,,,,,
2022-08-21,25738,193440,219178,,,,,,,,
2022-08-22,25738,193440,219178,,,,,,,,
2022-08-23,25738,193440,219178,,,,,,,,
2022-08-24,25738,193440,219178,,,,,,,,
2022-08-25,25738,193440,219178,,,,,,,,
2022-08-26,25738,193440,219178,,,,,,,,
2022-08-27,25738,193440,219178,,,,,,,,
2022-08-28,25738,193440,219178,,,,,,,,
2022-08-29,25738,193440,219178,,,,,,,,
2022-08-30,25738,193440,219178,,,,,,,,
2022-08-31,25738,193703,219441,,,,,,,,
2022-09-01,25738,193703,219441,,,,,,,,
2022-09-02,25738,193703,219441,,,,,,,,
2022-09-03,25738,193703,219441,,,,,,,,
2022-09-04,25738,193703,219441,,,,,,,,
2022-09-05,25738,193703,219441,,,,,,,,
2022-09-06,25738,193703,219441,,,,,,,,
2022-09-07,25738,193703,219441,,,,,,,,
2022-09-08,25738,193703,219441,,,,,,,,
2022-09-09,25738,193703,219441,,,,,,,,
2022-09-10,25738,193703,219441,,,,,,,,
2022-09-11,25738,193703,219441,,,,,,,,
2022-09-12,25738,193703,219441,,,,,,,,
2022-09-13,25738,193703,219441,,,,,,,,
2022-09-14,25738,193703,219441,,,,,,,,
2022-09-15,367121,201054,568175,,,,,,,,
2022-09-16,367121,201054,568175,,,,,,,,
2022-09-17,367121,201054,568175,,,,,,,,
2022-09-18,367121,201054,568175,,,,,,,,
2022-09-19,367121,201054,568175,,,,,,,,
2022-09-20,367121,201355,568476,,,,,,,,
2022-09-21,367121,201355,568476,,,,,,,,
2022-09-22,367121,201355,568476,,,,,,,,
2022-09-23,367121,201355,568476,,,,,,,,
2022-09-24,367121,201355,568476,,,,,,,,
2022-09-25,367121,201355,568476,,,,,,,,
2022-09-26,367121,201355,568476,,,,,,,,
2022-09-27,367121,201355,568476,,,,,,,,
2022-09-28,367121,201355,568476,,,,,,,,
2022-09-29,367121,201355,568476,,,,,,,,
2022-09-30,367121,202193,569314,,,,,,,,
2022-10-01,401102,202193,603295,,,,,,,,
2022-10-02,401102,202193,603295,,,,,,,,
2022-10-03,401102,202193,603295,,,,,,,,
2022-10-04,401102,202193,603295,,,,,,,,
2022-10-05,401102,202193,603295,,,,,,,,
2022-10-06,401102,202193,603295,,,,,,,,
2022-10-07,401102,202193,603295,,,,,,,,
2022-10-08,401102,202193,603295,,,,,,,,
2022-10-09,401102,202193,603295,,,,,,,,
2022-10-10,401102,202193,603295,,,,,,,,
2022-10-11,401102,202193,603295,,,,,,,,
2022-10-12,401102,202193,603295,,,,,,,,
2022-10-13,401102,202193,603295,,,,,,,,
2022-10-14,401102,202193,603295,,,,,,,,
2022-10-15,401102,202193,603295,,,,,,,,
2022-10-16,401102,202193,603295,,,,,,,,
2022-10-17,401102,202193,603295,,,,,,,,
2022-10-18,401102,202193,603295,,,,,,,,
2022-10-19,401102,202193,603295,,,,,,,,
2022-10-20,401102,202193,603295,,,,,,,,
2022-10-21,401102,202193,603295,,,,,,,,
2022-10-22,401102,202193,603295,,,,,,,,
2022-10-23,401102,202193,603295,,,,,,,,
2022-10-24,401102,202193,603295,,,,,,,,
2022-10-25,401102,202193,603295,,,,,,,,
2022-10-26,401102,202193,603295,,,,,,,,
2022-10-27,401102,202193,603295,,,,,,,,
2022-10-28,401102,202193,603295,,,,,,,,
2022-10-29,401102,202193,603295,,,,,,,,
2022-10-30,401102,202193,603295,,,,,,,,
2022-10-31,401102,201204,602306,,,,,,,,
2022-11-01,401102,201204,602306,,,,,,,,
2022-11-02,401102,201204,602306,,,,,,,,
2022-11-03,401102,201204,602306,,,,,,,,
2022-11-04,401102,201204,602306,,,,,,,,
2022-11-05,401102,201204,602306,,,,,,,,
2022-11-06,401102,201204,602306,,,,,,,,
2022-11-07,401102,201204,602306,,,,,,,,
2022-11-08,401102,201204,602306,,,,,,,,
2022-11-09,477017,201204,678221,,,,,,,,
2022-11-10,477017,201204,678221,,,,,,,,
2022-11-11,477017,201204,678221,,,,,,,,
2022-11-12,477017,201204,678221,,,,,,,,
2022-11-13,477017,201204,678221,,,,,,,,
2022-11-14,477017,201204,678221,,,,,,,,
2022-11-15,477017,201204,678221,,,,,,,,
2022-11-16,477017,201204,678221,,,,,,,,
2022-11-17,477017,201204,678221,,,,,,,,
2022-11-18,477020,201204,678224,,,,,,,,
2022-11-19,477020,201204,678224,,,,,,,,
2022-11-20,477020,201204,678224,,,,,,,,
2022-11-21,477020,201204,678224,,,,,,,,
2022-11-22,477020,201204,678224,,,,,,,,
2022-11-23,477020,201204,678224,,,,,,,,
2022-11-24,477020,201204,678224,,,,,,,,
2022-11-25,477020,201204,678224,,,,,,,,
2022-11-26,477020,201204,678224,,,,,,,,
2022-11-27,477020,201204,678224,,,,,,,,
2022-11-28,477020,201204,678224,,,,,,,,
2022-11-29,477020,201204,678224,,,,,,,,
2022-11-30,477020,201204,678224,,,,,,,,
2022-12-01,477020,201204,678224,,,,,,,,
2022-12-02,477020,201204,678224,,,,,,,,
2022-12-03,477020,201204,678224,,,,,,,,
2022-12-04,477020,201204,678224,,,,,,,,
2022-12-05,477020,201204,678224,,,,,,,,
2022-12-06,477020,201204,678224,,,,,,,,
2022-12-07,477020,201204,678224,,,,,,,,
2022-12-08,477020,201204,678224,,,,,,,,
2022-12-09,477020,201204,678224,,,,,,,,
2022-12-10,477020,201204,678224,,,,,,,,
2022-12-11,477020,201204,678224,,,,,,,,
2022-12-12,477020,201204,678224,,,,,,,,
2022-12-13,477020,201204,678224,,,,,,,,
2022-12-14,477020,201204,678224,,,,,,,,
2022-12-15,477020,201204,678224,,,,,,,,
2022-12-16,477020,201204,678224,,,,,,,,
2022-12-17,477020,201204,678224,,,,,,,,
2022-12-18,477020,201204,678224,,,,,,,,
2022-12-19,477020,201204,678224,,,,,,,,
2022-12-20,468887,201204,670091,,,,,,,,
2022-12-21,468887,201204,670091,,,,,,,,
2022-12-22,468887,201204,670091,,,,,,,,
2022-12-23,468887,201204,670091,,,,,,,,
2022-12-24,468887,201204,670091,,,,,,,,
2022-12-25,468887,201204,670091,,,,,,,,
2022-12-26,468887,201204,670091,,,,,,,,
2022-12-27,468887,203704,672591,,,,,,,,
2022-12-28,468887,203704,672591,,,,,,,,
2022-12-29,472483,203704,676187,,,,,,,,
2022-12-30,472483,203704,676187,,,,,,,,
2022-12-31,430291,206134,636425,,,,,,,,
2023-01-01,430291,206134,636425,,,,,,,,
2023-01-02,430291,206134,636425,,,,,,,,
2023-01-03,430291,206134,636425,,,,,,,,
2023-01-04,430291,206134,636425,,,,,,,,
2023-01-05,430291,206134,636425,,,,,,,,
2023-01-06,430291,206134,636425,,,,,,,,
2023-01-07,430291,206134,636425,,,,,,,,
2023-01-08,430291,206134,636425,,,,,,,,
2023-01-09,430291,206134,636425,,,,,,,,
2023-01-10,430291,206134,636425,,,,,,,,
2023-01-11,430291,206134,636425,,,,,,,,
2023-01-12,430291,206134,636425,,,,,,,,
2023-01-13,430291,206134,636425,,,,,,,,
2023-01-14,430291,206134,636425,,,,,,,,
2023-01-15,430291,206134,636425,,,,,,,,
2023-01-16,430291,206134,636425,,,,,,,,
2023-01-17,430291,206134,636425,,,,,,,,
2023-01-18,430291,206134,636425,,,,,,,,
2023-01-19,430291,206134,636425,,,,,,,,
2023-01-20,430291,206134,636425,,,,,,,,
2023-01-21,430291,206134,636425,,,,,,,,
2023-01-22,430291,206134,636425,,,,,,,,
2023-01-23,425488,206134,631622,,,,,,,,
2023-01-24,427482,206134,633616,,,,,,,,
2023-01-25,427482,206134,633616,,,,,,,,
2023-01-26,427482,206134,633616,,,,,,,,
2023-01-27,427482,206134,633616,,,,,,,,
2023-01-28,427482,206134,633616,,,,,,,,
2023-01-29,427482,206134,633616,,,,,,,,
2023-01-30,427482,206134,633616,,,,,,,,
2023-01-31,427482,206138,633620,,,,,,,,
2023-02-01,427482,206138,633620,,,,,,,,
2023-02-02,427549,206138,633687,,,,,,,,
2023-02-03,427549,206138,633687,,,,,,,,
2023-02-04,427549,206138,633687,,,,,,,,
2023-02-05,427549,206138,633687,,,,,,,,
2023-02-06,427549,206138,633687,,,,,,,,
2023-02-07,427549,206138,633687,,,,,,,,
2023-02-08,427549,206138,633687,,,,,,,,
2023-02-09,427549,206138,633687,,,,,,,,
2023-02-10,427549,206138,633687,,,,,,,,
2023-02-11,427549,206138,633687,,,,,,,,
2023-02-12,427549,206138,633687,,,,,,,,
2023-02-13,427549,206138,633687,,,,,,,,
2023-02-14,427549,206138,633687,,,,,,,,
2023-02-15,427549,206138,633687,,,,,,,,
2023-02-16,427549,206138,633687,,,,,,,,
2023-02-17,427549,206138,633687,,,,,,,,
2023-02-18,427549,206138,633687,,,,,,,,
2023-02-19,427549,206138,633687,,,,,,,,
2023-02-20,427549,206138,633687,,,,,,,,
2023-02-21,427549,206138,633687,,,,,,,,
2023-02-22,427549,206138,633687,,,,,,,,
2023-02-23,427549,206138,633687,,,,,,,,
2023-02-24,427549,206138,633687,,,,,,,,
2023-02-25,427549,206138,633687,,,,,,,,
2023-02-26,427549,206138,633687,,,,,,,,
2023-02-27,427549,206138,633687,,,,,,,,
2023-02-28,427549,205378,632927,,,,,,,,
2023-03-01,427549,205843,633392,,,,,,,,
2023-03-02,427549,205843,633392,,,,,,,,
2023-03-03,427549,205843,633392,,,,,,,,
2023-03-04,427549,205843,633392,,,,,,,,
2023-03-05,427549,205843,633392,,,,,,,,
2023-03-06,427549,205843,633392,,,,,,,,
2023-03-07,427549,205843,633392,,,,,,,,
2023-03-08,427549,205843,633392,,,,,,,,
2023-03-09,427549,205843,633392,,,,,,,,
2023-03-10,427549,205843,633392,,,,,,,,
2023-03-11,427549,205843,633392,,,,,,,,
2023-03-12,427549,205843,633392,,,,,,,,
2023-03-13,427549,205843,633392,,,,,,,,
2023-03-14,427549,205843,633392,,,,,,,,
2023-03-15,427549,205843,633392,,,,,,,,
2023-03-16,427549,205843,633392,,,,,,,,
2023-03-17,427549,205843,633392,,,,,,,,
2023-03-18,427549,205843,633392,,,,,,,,
2023-03-19,427549,205843,633392,,,,,,,,
2023-03-20,427549,205823,633372,,,,,,,,
2023-03-21,427549,205823,633372,,,,,,,,
2023-03-22,427549,205823,633372,,,,,,,,
2023-03-23,425488,212278,637766,,,,,,,,
2023-03-24,425488,212278,637766,,,,,,,,
2023-03-25,425488,212278,637766,,,,,,,,
2023-03-26,425488,212278,637766,,,,,,,,
2023-03-27,425488,212278,637766,,,,,,,,
2023-03-28,425488,212278,637766,,,,,,,,
2023-03-29,425488,212278,637766,,,,,,,,
2023-03-30,425488,212278,637766,,,,,,,,
2023-03-31,425488,212351,637839,,,,,,,,
2023-04-01,441404,212351,653755,,,,,,,,
2023-04-02,441404,212351,653755,,,,,,,,
2023-04-03,441404,212351,653755,,,,,,,,
2023-04-04,441404,212351,653755,,,,,,,,
2023-04-05,441404,212351,653755,,,,,,,,
2023-04-06,441404,212351,653755,,,,,,,,
2023-04-07,441404,213396,654800,,,,,,,,
2023-04-08,441404,213396,654800,,,,,,,,
2023-04-09,441404,213396,654800,,,,,,,,
2023-04-10,441404,213396,654800,,,,,,,,
2023-04-11,441404,213396,654800,,,,,,,,
2023-04-12,441404,213396,654800,,,,,,,,
2023-04-13,441404,213396,654800,,,,,,,,
2023-04-14,441404,213396,654800,,,,,,,,
2023-04-15,441404,213396,654800,,,,,,,,
2023-04-16,441404,213396,654800,,,,,,,,
2023-04-17,441404,213396,654800,,,,,,,,
2023-04-18,441404,213396,654800,,,,,,,,
2023-04-19,441404,213396,654800,,,,,,,,
2023-04-20,441404,213396,654800,,,,,,,,
2023-04-21,441404,213396,654800,,,,,,,,
2023-04-22,441404,213396,654800,,,,,,,,
2023-04-23,441404,213396,654800,,,,,,,,
2023-04-24,441404,213396,654800,,,,,,,,
2023-04-25,441404,213396,654800,,,,,,,,
2023-04-26,441711,213396,655107,,,,,,,,
2023-04-27,441711,213396,655107,,,,,,,,
2023-04-28,441711,213396,655107,,,,,,,,
2023-04-29,441711,213396,655107,,,,,,,,
2023-04-30,441711,213436,655147,,,,,,,,
2023-05-01,441711,213538,655249,,,,,,,,
2023-05-02,441711,213538,655249,,,,,,,,
2023-05-03,441711,213538,655249,,,,,,,,
2023-05-04,441711,213538,655249,,,,,,,,
2023-05-05,441711,213538,655249,,,,,,,,
2023-05-06,441711,213538,655249,,,,,,,,
2023-05-07,441711,213538,655249,,,,,,,,
2023-05-08,441711,213538,655249,,,,,,,,
2023-05-09,441711,213538,655249,,,,,,,,
2023-05-10,441711,213538,655249,,,,,,,,
2023-05-11,441711,213538,655249,,,,,,,,
2023-05-12,441711,213538,655249,,,,,,,,
2023-05-13,441711,213538,655249,,,,,,,,
2023-05-14,441711,213538,655249,,,,,,,,
2023-05-15,441711,213538,655249,,,,,,,,
2023-05-16,441711,213538,655249,,,,,,,,
2023-05-17,441711,213538,655249,,,,,,,,
2023-05-18,441711,213538,655249,,,,,,,,
2023-05-19,441711,213538,655249,,,,,,,,
2023-05-20,441711,213538,655249,,,,,,,,
2023-05-21,441711,213538,655249,,,,,,,,
2023-05-22,441711,213538,655249,,,,,,,,
2023-05-23,441711,213538,655249,,,,,,,,
2023-05-24,441711,213538,655249,,,,,,,,
2023-05-25,441014,213538,654552,,,,,,,,
2023-05-26,441014,213538,654552,,,,,,,,
2023-05-27,441014,213538,654552,,,,,,,,
2023-05-28,441014,213538,654552,,,,,,,,
2023-05-29,441014,213538,654552,,,,,,,,
2023-05-30,441014,213538,654552,,,,,,,,
2023-05-31,441014,214307,655321,,,,,,,,
2023-06-01,441014,213913,654927,,,,,,,,
2023-06-02,441014,213913,654927,,,,,,,,
2023-06-03,441014,213913,654927,,,,,,,,
2023-06-04,441014,213913,654927,,,,,,,,
2023-06-05,441014,213913,654927,,,,,,,,
2023-06-06,441014,213913,654927,,,,,,,,
2023-06-07,441014,213913,654927,,,,,,,,
2023-06-08,441014,213913,654927,,,,,,,,
2023-06-09,441014,213913,654927,,,,,,,,
2023-06-10,441014,213913,654927,,,,,,,,
2023-06-11,441014,213913,654927,,,,,,,,
2023-06-12,441014,213913,654927,,,,,,,,
2023-06-13,441014,213913,654927,,,,,,,,
2023-06-14,441014,213913,654927,,,,,,,,
2023-06-15,441014,213913,654927,,,,,,,,
2023-06-16,441014,213913,654927,,,,,,,,
2023-06-17,441014,213913,654927,,,,,,,,
2023-06-18,441014,213913,654927,,,,,,,,
2023-06-19,441014,213913,654927,,,,,,,,
2023-06-20,441014,213913,654927,,,,,,,,
2023-06-21,441014,213913,654927,,,,,,,,
2023-06-22,441014,213913,654927,,,,,,,,
2023-06-23,441014,213913,654927,,,,,,,,
2023-06-24,441014,213913,654927,,,,,,,,
2023-06-25,441014,213913,654927,,,,,,,,
2023-06-26,441014,213913,654927,,,,,,,,
2023-06-27,440592,213913,654505,,,,,,,,
2023-06-28,440592,213913,654505,,,,,,,,
2023-06-29,440592,226246,666838,,,,,,,,
2023-06-30,438421,226595,665016,,,,,,,,
2023-07-01,439951,226639,666590,,,,,,,,
2023-07-02,439951,226639,666590,,,,,,,,
2023-07-03,439951,226884,666835,,,,,,,,
2023-07-04,439951,226884,666835,,,,,,,,
2023-07-05,439951,226884,666835,,,,,,,,
2023-07-06,439951,226884,666835,,,,,,,,
2023-07-07,439951,226884,666835,,,,,,,,
2023-07-08,439951,226884,666835,,,,,,,,
2023-07-09,439951,226884,666835,,,,,,,,
2023-07-10,439951,226884,666835,,,,,,,,
2023-07-11,439951,226884,666835,,,,,,,,
2023-07-12,439951,226884,666835,,,,,,,,
2023-07-13,439951,226884,666835,,,,,,,,
2023-07-14,439951,226884,666835,,,,,,,,
2023-07-15,439951,226884,666835,,,,,,,,
2023-07-16,439951,226884,666835,,,,,,,,
2023-07-17,439951,226884,666835,,,,,,,,
2023-07-18,439951,226884,666835,,,,,,,,
2023-07-19,439951,226884,666835,,,,,,,,
2023-07-20,439951,226884,666835,,,,,,,,
2023-07-21,439951,226884,666835,,,,,,,,
2023-07-22,439951,226884,666835,,,,,,,,
