t,treasuries,gold,loans_and_private_equity,private_credit,,,,,,,
2023-12-16,5254241132,573076733.4,24572274.87,383071632.5,,,,,,,
2023-12-17,5226976216,579244637.7,24579219.36,383113273,,,,,,,
2023-12-18,5225675290,580673354.9,24533385.82,383613913.8,,,,,,,
2023-12-19,5233518877,580670683.2,24517569.12,389392431.9,,,,,,,
2023-12-20,5208099412,579216749.3,24271066.52,390326630.1,,,,,,,
2023-12-21,5329168386,580315002.4,24271066.52,390343187.6,,,,,,,
2023-12-22,5335062776,580709399.9,24294282.33,390308671.1,,,,,,,
2023-12-23,5333375076,588437964.3,23628822.8,388648108.1,,,,,,,
2023-12-24,5342709656,586630795.5,23628436.64,388936411.6,,,,,,,
2023-12-25,5348419431,595022854.4,23595689.32,404778579.2,,,,,,,
2023-12-26,5351913709,595644926.4,24391342.23,404624934,,,,,,,
2023-12-27,5357045744,593458881.4,24404100.04,404577506.3,,,,,,,
2023-12-28,5367757096,587481225.9,24400142.77,405344198.5,,,,,,,
2023-12-29,5373764191,588366909.2,24750757.3,385070140,,,,,,,
2023-12-30,5385946331,590017171.7,24174144.41,130750484.4,,,,,,,
2023-12-31,5393207637,600180378.2,24177252.91,129983931,,,,,,,
2024-01-01,5396083725,599896681.8,24175969.74,378965837.5,,,,,,,
2024-01-02,5269812661,599695967.3,24173179.71,379173010.7,,,,,,,
2024-01-03,5267778730,598486806.8,24282972.58,125973570.5,,,,,,,
2024-01-04,5267514550,602087910.7,24248222,125881025.9,,,,,,,
2024-01-05,5270354561,613841976.4,24297282.64,376978109.4,,,,,,,
2024-01-06,5218535972,612081163.1,24119730.65,377163527.5,,,,,,,
2024-01-07,5223263164,607644400.7,24114017.83,376671842.3,,,,,,,
2024-01-08,5206396527,595993603.6,24106506.98,376790535.3,,,,,,,
2024-01-09,5208655885,596271477,24116382.07,377945160.5,,,,,,,
2024-01-10,5211564535,598960178.3,24153465.23,377498976.7,,,,,,,
2024-01-11,5206415065,595046478.1,24141400.65,378030771.3,,,,,,,
2024-01-12,5105407054,598969934.1,24111278.51,377395113.7,,,,,,,
2024-01-13,5103145346,596898096.1,23902777.7,377636536.1,,,,,,,
2024-01-14,5102019566,587955260.9,23905480.33,377570041.1,,,,,,,
2024-01-15,4982108395,593931029,23900890.75,377243418.8,,,,,,,
2024-01-16,4993455229,594205829.9,23904128.93,378025465.6,,,,,,,
2024-01-17,4998013102,596495313.3,23757671.56,377414863.7,,,,,,,
2024-01-18,4895404764,592617955.3,23764531.93,380395640.5,,,,,,,
2024-01-19,4769461830,598955922.3,23745017.87,382521055.1,,,,,,,
2024-01-20,4773427946,608706128.2,23595514.91,382644476.6,,,,,,,
2024-01-21,4690360849,608187502.1,23597749.06,383153080.6,,,,,,,
2024-01-22,4695973981,607943786,23594034.14,383978663.7,,,,,,,
2024-01-23,4654879393,608061689.6,23560903.28,383420631,,,,,,,
2024-01-24,4667085136,607872010.5,28562893.4,380384127.1,,,,,,,
2024-01-25,4779551028,600543455.5,28548449.83,384886692.4,,,,,,,
2024-01-26,4783699622,597711019.3,28554817.33,384965078.5,,,,,,,
2024-01-27,4139990567,594141919.6,28564098.03,385457305.5,,,,,,,
2024-01-28,4126994727,602836141.7,28563474.7,385510389.6,,,,,,,
2024-01-29,4129536561,605097209.2,28506559.55,385701689.9,,,,,,,
2024-01-30,4167903145,604952273,28416878.77,386021610.3,,,,,,,
2024-01-31,4127924499,603889587.6,5001219.544,383557612.5,,,,,,,
2024-02-01,4122697403,615677738.4,28373077.47,384382795.5,,,,,,,
2024-02-02,4126782018,613066400,28375421.74,384595153.2,,,,,,,
2024-02-03,4124971830,609649217.3,28011771.75,385359955.8,,,,,,,
2024-02-04,4075813197,611625883.3,27997537.72,385034576.6,,,,,,,
2024-02-05,4074104927,622912937.9,28002537.96,385177649.7,,,,,,,
2024-02-06,4027249687,623433923.3,28244182.04,389486177.8,,,,,,,
2024-02-07,3945812184,622562086.8,28248610.18,388978972.5,,,,,,,
2024-02-08,4052547445,623040225.7,28237926.73,391113794.3,,,,,,,
2024-02-09,4048272435,629061179.9,28135029.26,390031978.2,,,,,,,
2024-02-10,4047483448,626165154.5,28108154.57,387356081.6,,,,,,,
2024-02-11,4046699804,618645770.2,28120327.94,387699631.7,,,,,,,
2024-02-12,4041704839,625136159.9,28129153.37,387866303.4,,,,,,,
2024-02-13,4209738274,624682010.5,28124036.22,387919166.2,,,,,,,
2024-02-14,4210615743,624566738.9,28098278.89,387593020,,,,,,,
2024-02-15,4237850007,624707566.4,28330783.82,382265081.1,,,,,,,
2024-02-16,4231842853,625088304.5,28362369.27,391280121,,,,,,,
2024-02-17,4231664132,622353890.6,28992505.65,391604758,,,,,,,
2024-02-18,4230504465,625770129.3,28983159.82,391353278.1,,,,,,,
2024-02-19,4232270284,622236965.1,28987287,391154829.6,,,,,,,
2024-02-20,4134852624,622492785.6,28497069.9,391203121.3,,,,,,,
2024-02-21,4134146528,622258509.4,28483689.72,390683429.4,,,,,,,
2024-02-22,4037695983,620937723.6,28519386.35,387752736,,,,,,,
2024-02-23,3982794086,619325009.7,28459992.57,387777788,,,,,,,
2024-02-24,4130737777,619680623.9,28432105.06,387833483,,,,,,,
2024-02-25,4128364200,625064035,28462586.25,387075749.6,,,,,,,
2024-02-26,4133483441,621096657.9,28467107.39,387795014.8,,,,,,,
2024-02-27,4085273634,620911449.9,28384175.17,389090249.6,,,,,,,
2024-02-28,4077096988,620926333.2,28375423.77,386183508.4,,,,,,,
2024-02-29,4069397740,622425396.8,28349505.74,384484476.5,,,,,,,
2024-03-01,4069153383,625596055.6,28345555.2,384833066.6,,,,,,,
2024-03-02,4069985040,623413794.7,28295406.53,381957236,,,,,,,
2024-03-03,4067805483,634801951.4,28303201.19,381410905.9,,,,,,,
2024-03-04,4076935916,640535489.9,28266301.96,382503104.5,,,,,,,
2024-03-05,3918326822,642242871.6,28123127.62,381046204.9,,,,,,,
2024-03-06,3644306992,640996820.8,28064891.73,380499920.6,,,,,,,
2024-03-07,3536275596,642636696.2,28058885.84,379706681.1,,,,,,,
2024-03-08,3263346140,640262430.5,28043397.52,380073968.2,,,,,,,
2024-03-09,3049060305,638214999.6,28083499.4,379556504.2,,,,,,,
2024-03-10,3045839775,643556735.3,28077901.91,379875286.6,,,,,,,
2024-03-11,3043172596,651425839.8,28084821.58,379421309.2,,,,,,,
2024-03-12,3084823120,652334302,31282988.74,380243936.3,,,,,,,
2024-03-13,3051098188,652606251,31230189.04,380242812.1,,,,,,,
2024-03-14,3452444080,652612665.4,31228089.66,380780466.5,,,,,,,
2024-03-15,3437394684,661014484.5,30997230.26,380468754.7,,,,,,,
2024-03-16,3351918413,659998245.6,30967326.39,374810138.2,,,,,,,
2024-03-17,3348599472,665197149,30953691.49,373417233.2,,,,,,,
2024-03-18,3352076862,660624436.9,30942137.41,374428947.4,,,,,,,
2024-03-19,3742525625,662408124.3,30827706.63,376073200.5,,,,,,,
2024-03-20,3743881789,660761508.1,30808450.37,375847839.5,,,,,,,
2024-03-21,3732107769,654064358.2,30942416.92,378889891.2,,,,,,,
2024-03-22,3732179000,662739333.8,30903645.56,117302882.6,,,,,,,
2024-03-23,4017489019,661255867.2,30752188.35,117564386.9,,,,,,,
2024-03-24,4013550554,662286411.3,30723959.5,117363066.2,,,,,,,
2024-03-25,4006612135,659287756,30736011.77,117596943.5,,,,,,,
2024-03-26,4033414298,661182381.4,31056305.43,377923969.9,,,,,,,
2024-03-27,4093587310,658965761.1,30994918.51,384252094.7,,,,,,,
2024-03-28,4115633195,657658331.3,30964894.33,382085084.9,,,,,,,
2024-03-29,4038284125,652977588.8,26057492.73,382256024.5,,,,,,,
2024-03-30,4044344147,649967653.9,26040662.76,384391060.5,,,,,,,
2024-03-31,4040093067,653625260.1,26035034.35,384246176.2,,,,,,,
2024-04-01,4044842132,660350552.4,26050426.39,384862654.6,,,,,,,
2024-04-02,4129088254,660582228.2,26045581.36,382888334.2,,,,,,,
2024-04-03,4046063179,660622878.9,25939224.8,383019422.2,,,,,,,
2024-04-04,4037429335,658680456.8,25776688.36,384057157.9,,,,,,,
2024-04-05,3665957280,661062729.8,25747973.56,383627721.4,,,,,,,
2024-04-06,3618427919,664225191.5,25828805.33,384381463.8,,,,,,,
2024-04-07,3622428420,668621559.7,25955931.8,385528156.7,,,,,,,
2024-04-08,3623710403,676537740.3,25926987.98,385450348.5,,,,,,,
2024-04-09,3705232470,676429512.5,25907443.16,385038971.2,,,,,,,
2024-04-10,3734048703,677488123.3,25773036.97,389714331.3,,,,,,,
2024-04-11,3749366984,677133815.1,25795423.45,388625655.6,,,,,,,
2024-04-12,3754071340,689680402.2,25867680.14,389005755.4,,,,,,,
2024-04-13,3676036649,689593990.1,25968166.9,389050936,,,,,,,
2024-04-14,3689149941,689598088.9,25952634.06,390174814.9,,,,,,,
2024-04-15,3675906851,689634587.9,25971132.16,389005310.4,,,,,,,
2024-04-16,3780847303,689738572.9,25895444.42,389924067.4,,,,,,,
2024-04-17,3290005562,689671627.6,25518075.99,390416094.8,,,,,,,
2024-04-18,3289911825,689652976.3,25956228.58,390158515.9,,,,,,,
2024-04-19,3286353853,689682855.1,26159418.51,388332479.8,,,,,,,
2024-04-20,3398852509,689725373,25978908.59,391438637.2,,,,,,,
2024-04-21,3394408189,689723903.1,26082376.51,385891686.2,,,,,,,
2024-04-22,3362090296,689708311.4,26142427.6,386675510.6,,,,,,,
2024-04-23,3475723364,689540634.7,26072753.52,387799220.5,,,,,,,
2024-04-24,3474389094,689529833.8,26064218.75,392813443.1,,,,,,,
2024-04-25,3469392808,689513227.2,26055991.4,392544676.8,,,,,,,
2024-04-26,3473417264,689542191.9,26064931.65,392504786.9,,,,,,,
2024-04-27,3358138598,689535813.3,26058591.03,392762421,,,,,,,
2024-04-28,3365080075,689534630.4,26004044.09,372762124.6,,,,,,,
2024-04-29,3363060062,689538606,26001087.46,392976417.9,,,,,,,
2024-04-30,3471461263,689534881.6,26000666.81,393003199.8,,,,,,,
2024-05-01,3513182258,689401957.7,25963749.75,392120641.6,,,,,,,
2024-05-02,3520775730,689477580,26333966.11,397180130.8,,,,,,,
2024-05-03,3677779933,689451680.9,26386194.52,396859034.5,,,,,,,
2024-05-04,3648378736,689435626.5,26392520.57,399285427.8,,,,,,,
2024-05-05,3639802328,689439979.9,26387300.58,398627723.4,,,,,,,
2024-05-06,3644221168,689436398.1,26383139.58,398503549.8,,,,,,,
2024-05-07,3779126074,689522745.1,26388335.38,397547132.9,,,,,,,
2024-05-08,3831590745,689519763.1,26198362.55,397411333.3,,,,,,,
2024-05-09,3983047217,689522023.5,26167457.89,397020658.4,,,,,,,
2024-05-10,4032184248,689638611,26187270.6,397360107.8,,,,,,,
2024-05-11,3941854636,689653232.2,26559485.68,397531320.4,,,,,,,
2024-05-12,3927072801,689652620.8,26562037.4,397579562.1,,,,,,,
2024-05-13,3924339085,689660181.5,26701427.41,397623247.2,,,,,,,
2024-05-14,4028940433,689631624.3,26685049.87,397025092.6,,,,,,,
2024-05-15,4077608546,689677025.7,26685700.14,396367703.5,,,,,,,
2024-05-16,4082820088,689802745.2,26694567.43,396680278.2,,,,,,,
2024-05-17,4075817228,689775361.6,26683903.87,396369036.9,,,,,,,
2024-05-18,3987353778,689960219.3,27271536.17,396240463.9,,,,,,,
2024-05-19,3995038838,689965415.6,27250048.76,396506125.7,,,,,,,
2024-05-20,3989117166,689976263.8,27260571.9,396267863.4,,,,,,,
2024-05-21,4122992526,690009301.6,27271457.62,397663563.2,,,,,,,
2024-05-22,4114354571,690014743.5,27482931.69,398410677.8,,,,,,,
2024-05-23,3843417506,689870664,27366546.12,397588682.2,,,,,,,
2024-05-24,3843095278,689754139.6,27151624.97,395937992.6,,,,,,,
2024-05-25,3757591222,689768994.3,27141139.29,398103395.9,,,,,,,
2024-05-26,3762031270,689762765.2,27120991.86,397636866,,,,,,,
2024-05-27,3761383981,689766522.6,27117774.91,397792492.1,,,,,,,
2024-05-28,3762465528,689869911.5,26213552.62,397199311.6,,,,,,,
2024-05-29,3884930064,689894262.4,26067293.78,398110087.8,,,,,,,
2024-05-30,3720555663,689864189.3,26133069.29,395158173.2,,,,,,,
2024-05-31,3719059484,689839269.2,27598425.47,388931731.5,,,,,,,
2024-06-01,3597786882,689765563.4,27542854.32,389233875,,,,,,,
2024-06-02,3600244012,689758248.3,27568368.14,389289603.8,,,,,,,
2024-06-03,3600056013,689765982.3,27450229.01,389302700.2,,,,,,,
2024-06-04,3719289675,689810310.2,27552686.32,388651587.8,,,,,,,
2024-06-05,3775273992,689700963.8,27568435.67,388789579.3,,,,,,,
2024-06-06,3604104563,689777186.4,27692315.91,388134200.6,,,,,,,
2024-06-07,3622298640,689907111.4,27678907.26,387602170.6,,,,,,,
2024-06-08,3525560626,689628939.3,41458043,390448076.1,,,,,,,
2024-06-09,3527557514,689641699.9,41498046.77,390440308.3,,,,,,,
2024-06-10,3527438973,689649232.2,41514354.47,390275501,,,,,,,
2024-06-11,3671436574,689690635.5,41569676.31,397329040.1,,,,,,,
2024-06-12,3138878673,689664154,41787267.62,393761383.7,,,,,,,
2024-06-13,3079278304,689709166.5,41758001.19,393176057.6,,,,,,,
2024-06-14,3594519932,689633938.6,43982268.21,393380788.4,,,,,,,
2024-06-15,2911972209,689714645.4,26996238.74,392084344.3,,,,,,,
2024-06-16,3462773023,689721159.5,27318459.53,392203423.5,,,,,,,
2024-06-17,3456079041,689717733.5,44861219.78,391859930.6,,,,,,,
2024-06-18,3583723676,689695128.9,45254255.96,391785446.7,,,,,,,
2024-06-19,3323059491,689710252.2,45247600.12,396105211.2,,,,,,,
2024-06-20,3325944258,689761251.5,45247112.18,390526180.5,,,,,,,
2024-06-21,3460629238,689831023.1,45578430.9,390837060.5,,,,,,,
2024-06-22,3075153856,689705579.7,45628854.82,390849462.2,,,,,,,
2024-06-23,3077570732,689704210.4,45605622.64,390932255.5,,,,,,,
2024-06-24,2529049443,689709780.8,45620978.55,390747785.5,,,,,,,
2024-06-25,3212630273,689714797.9,46326296.36,390397923.1,,,,,,,
2024-06-26,3204708798,689654497.4,47049737.24,390636016.2,,,,,,,
2024-06-27,3211408297,689620968.7,47048977.05,395361807.6,,,,,,,
2024-06-28,3211568416,689666165.1,47052229.03,395394514.5,,,,,,,
2024-06-29,3092576228,689678968.8,47126795.76,393584543.9,,,,,,,
2024-06-30,3093027213,689683311.7,47363295.64,393618274.8,,,,,,,
2024-07-01,3114787678,689683549,48496008.73,396877338,,,,,,,
2024-07-02,3201512222,689705926.8,48311309.84,395108811.4,,,,,,,
2024-07-03,3211242124,689705529.4,48393626,394498117.3,,,,,,,
2024-07-04,3120399220,689812866.1,48412534.55,394227757.6,,,,,,,
2024-07-05,3122410962,689824741.6,49845760.42,393412697.2,,,,,,,
2024-07-06,3615346149,689928033.5,49905456.31,392487275.4,,,,,,,
2024-07-07,3616659600,689924271.9,49922332.6,392942507.2,,,,,,,
2024-07-08,3892189593,689918267,49936505.77,392369034.7,,,,,,,
2024-07-09,4016668237,1024990862,51473585.44,392301958.4,,,,,,,
2024-07-10,4012646529,1036157254,51347573.64,391840471.9,,,,,,,
2024-07-11,4018952859,1040196185,51838238.67,394552871.9,,,,,,,
2024-07-12,4474071458,1059509271,51869817.9,394795947.1,,,,,,,
2024-07-13,4396982002,1062312613,52212614.19,394342649.6,,,,,,,
2024-07-14,4398061823,1061807592,52355480.76,394463810.8,,,,,,,
2024-07-15,4406855424,1068630104,52464381.46,395048413.2,,,,,,,
2024-07-16,4605459555,1067673593,52393742.78,392384316.1,,,,,,,
2024-07-17,4589145759,1087094523,52412981.79,391282047.1,,,,,,,
2024-07-18,4602028986,1083753612,53142042.45,391132876.8,,,,,,,
2024-07-19,4602880834,1078804989,54160434.67,391209781.3,,,,,,,
2024-07-20,4543752717,1062242289,55204229.92,391577347.6,,,,,,,
2024-07-21,4562130495,1062388336,56277752.56,391789413.1,,,,,,,
2024-07-22,4585792581,1064142233,56267008.82,390915175.4,,,,,,,
2024-07-23,4657494336,1062161800,56393591.08,390553612.5,,,,,,,
2024-07-24,4663276872,1067381993,56370587.2,393328791.6,,,,,,,
2024-07-25,4643510444,1063165276,56368936.64,393205235.6,,,,,,,
2024-07-26,4648333338,1051697550,56678600.19,398964373.9,,,,,,,
2024-07-27,4517957997,1061523263,56607000.03,398769503.7,,,,,,,
2024-07-28,4535307765,1060485914,58480188.77,399450210.7,,,,,,,
2024-07-29,4548056478,1065539787,59483065.16,399708529.3,,,,,,,
2024-07-30,4506099481,1060190317,58957837.6,398748181.8,,,,,,,
2024-07-31,4525513883,1070494816,59609738.16,398902576.1,,,,,,,
2024-08-01,4528408539,1084843460,59295618.87,395311183.8,,,,,,,
2024-08-02,4567608294,1084591407,59399891.31,395099970.8,,,,,,,
2024-08-03,4568107678,1090083054,58824699.26,393774523,,,,,,,
2024-08-04,4572732459,1090837634,58873337.8,393666264,,,,,,,
2024-08-05,4575479648,1089441844,58820707.47,393657629.9,,,,,,,
2024-08-06,4553304626,1068700659,58920590.76,396597941.7,,,,,,,
2024-08-07,4532544177,1061941403,58284934.35,396785988.9,,,,,,,
2024-08-08,4536690483,1060920824,54131678.76,395993318.9,,,,,,,
2024-08-09,4571835878,1082909336,54347771.14,398798824.1,,,,,,,
2024-08-10,4579144949,1081803484,53170330.01,398987173.6,,,,,,,
2024-08-11,4586411108,1080172962,53122990.89,399166265.7,,,,,,,
2024-08-12,4589170768,1077896278,53250121.99,398604570.3,,,,,,,
2024-08-13,4639802578,1096377674,54244850.65,398645539.1,,,,,,,
2024-08-14,4658347707,1094606439,54937591.27,398732595,,,,,,,
2024-08-15,4661430538,1089628592,55699251.73,394121815.3,,,,,,,
2024-08-16,4658467119,1095511333,55519692.25,394317055,,,,,,,
2024-08-17,4655333142,1111492219,54894796.99,394944865.2,,,,,,,
2024-08-18,4652765295,1115916595,54863711.15,394397176.8,,,,,,,
2024-08-19,4656975811,1115641503,54753828.73,394493358.7,,,,,,,
2024-08-20,4658784293,1114141466,55450394.28,394505492.3,,,,,,,
2024-08-21,4662960970,1118094641,55499063.79,394631930.5,,,,,,,
2024-08-22,4674999476,1118659031,55603433.22,384991078.9,,,,,,,
2024-08-23,4688000486,1108619403,55269452.72,384161746.9,,,,,,,
2024-08-24,4730519332,1122501020,55401689.22,388947169.2,,,,,,,
2024-08-25,4727982006,1120107421,54241350.68,388666829.3,,,,,,,
2024-08-26,4735247671,1119573218,53418081.46,388744071.7,,,,,,,
2024-08-27,4750843294,1116202827,53556229.32,388367036.1,,,,,,,
2024-08-28,4799513711,1118479084,54461959.34,390534551.9,,,,,,,
2024-08-29,4812993215,1121031433,54658694.6,393291906.4,,,,,,,
2024-08-30,4822136271,1122292816,54707177,390407451,,,,,,,
2024-08-31,4829372379,1114669451,54766083.22,387832143.1,,,,,,,
2024-09-01,4829703481,1111823146,54738069,387493540,,,,,,,
2024-09-02,4827838633,1114213222,54853276.47,386526203,,,,,,,
2024-09-03,4857386853,1113718270,54902115.18,386757654,,,,,,,
2024-09-04,4870643138,1110230730,54687689.17,385699881.5,,,,,,,
2024-09-05,4573563273,1110844079,55283056.36,386035793.9,,,,,,,
2024-09-06,4145817679,1120651901,55183311.31,386123793.4,,,,,,,
2024-09-07,4103891865,1114076115,54814186.82,386237533.9,,,,,,,
2024-09-08,4055608458,1111338423,54790259.72,386056103.4,,,,,,,
2024-09-09,4061797064,1112716342,54766632.55,385463864.8,,,,,,,
2024-09-10,4043416009,1122886732,54832011.28,385786924,,,,,,,
2024-09-11,4057129030,1126581608,54766948.16,385453955.1,,,,,,,
2024-09-12,4058627117,1121217653,53906557.01,379009318.3,,,,,,,
2024-09-13,3954814327,1139724788,54099890.23,378945451.2,,,,,,,
2024-09-14,3955980262,1154766870,56257119.32,378900271.1,,,,,,,
2024-09-15,3944260659,1152682466,55975395.41,378882099,,,,,,,
2024-09-16,3956861398,1152776318,56054359.04,378814927.1,,,,,,,
2024-09-17,4005944769,1153389048,55128612.68,373776635.3,,,,,,,
2024-09-18,4013333203,1149684801,55942642.62,373662256.6,,,,,,,
2024-09-19,4028313860,1151218056,55849427.7,338115014.5,,,,,,,
2024-09-20,4084646830,1161006239,55542493.34,300430457.4,,,,,,,
2024-09-21,4002737814,1176370425,55535720.14,267913958.8,,,,,,,
2024-09-22,4009006936,1175525054,54249639.66,268107676.2,,,,,,,
2024-09-23,4019100063,1172413930,59132744.48,268548850.4,,,,,,,
2024-09-24,4081657489,1175543124,59171774.11,260573570.8,,,,,,,
2024-09-25,4179901342,1189579153,60104462.3,260076379.3,,,,,,,
2024-09-26,4187595738,1188430444,62581468.99,254273595.7,,,,,,,
2024-09-27,4160558772,1192507992,67777256.68,253265967.5,,,,,,,
2024-09-28,4217840500,1188875317,67810385.78,257357250.6,,,,,,,
2024-09-29,4226022512,1190340526,67963884.78,257500064.7,,,,,,,
2024-09-30,4228818339,1190083136,69841752.13,257279402.1,,,,,,,
2024-10-01,4286099921,1179401839,73402727.96,251241976.5,,,,,,,
2024-10-02,4369299824,1194635482,73313315.56,251922906.1,,,,,,,
2024-10-03,4412346242,1194329199,74915790.4,250652974.4,,,,,,,
2024-10-04,4495521386,1196443600,77573147.79,250911328.5,,,,,,,
2024-10-05,4560632018,1192194545,77522881.95,238833025.4,,,,,,,
2024-10-06,4563247982,1194716747,77846307.05,238803811.6,,,,,,,
2024-10-07,4558905052,1195005558,77905919.83,238882237.5,,,,,,,
2024-10-08,4596156860,1193439014,78011313.19,238825130.1,,,,,,,
2024-10-09,4664247362,1183208159,87910310.07,238899678.4,,,,,,,
2024-10-10,4715327968,1178869645,87835802.67,235881334.4,,,,,,,
2024-10-11,4785151526,1186596629,88006761.08,235935624.7,,,,,,,
2024-10-12,4820972572,1198883677,87911131.07,236018727.5,,,,,,,
2024-10-13,4820290579,1198592247,88050475.77,236025902.5,,,,,,,
2024-10-14,4821337272,1196614995,87919966.49,235987951.2,,,,,,,
2024-10-15,4821167341,1197346795,88529531.95,221245486.4,,,,,,,
2024-10-16,4881324761,1199323803,89602362.45,217260167.5,,,,,,,
2024-10-17,4931250544,1206715858,89359023.94,217149596.4,,,,,,,
2024-10-18,4976857254,1215276887,89506280.51,217122855.7,,,,,,,
2024-10-19,4971330158,1228824860,97730740.99,210288198.3,,,,,,,
2024-10-20,4970047899,1229110299,97656224.49,210190617.9,,,,,,,
2024-10-21,4970047899,1229187920,97656224.49,210274145.9,,,,,,,
